id,day,event_type,category,region,device,account_age_days,num_prev_listings,prev_reports_30d,verification_level,price,num_images,message_length,contains_off_platform,urgency_words,payment_attempt,time_to_first_response_min,is_suspicious
9376,4,ad_post,other,urban,android,161.6,5,0,1,365.41,3,102,0,0,0,8.2,0
9377,6,ad_post,furniture,urban,android,27.0,1,0,1,115.56,7,173,0,0,0,34.9,0
9378,9,message_send,other,metro,android,59.0,2,0,0,88.19,4,152,0,1,0,1.3,1
9379,5,ad_post,other,urban,ios,29.4,1,0,2,135.44,2,117,0,0,0,7.0,0
9380,3,ad_post,furniture,metro,android,28.4,2,0,0,107.59,2,98,0,0,1,32.0,0
9381,13,ad_post,other,,web,16.1,4,0,1,81.38,3,166,0,1,1,29.2,0
9382,3,ad_post,fashion,rural,android,26.1,3,0,0,33.49,0,17,0,0,1,9.3,0
9383,11,ad_post,other,metro,ios,57.3,5,0,2,,3,78,0,0,1,2.8,0
9384,4,message_send,electronics,rural,android,92.6,4,0,0,,7,110,1,0,1,14.3,1
9385,13,ad_post,other,rural,android,19.1,2,0,1,,1,154,0,0,0,5.6,0
9386,1,ad_post,bikes,metro,ios,54.0,0,0,0,819.4,4,54,0,0,1,2.3,1
9387,11,message_send,other,metro,ios,36.7,1,0,1,144.37,0,199,0,0,0,3.6,1
9388,13,message_send,phones,metro,android,9.2,3,1,1,301.19,2,78,0,0,1,8.0,1
9389,10,ad_post,electronics,urban,android,64.4,2,0,0,285.8,8,50,0,0,0,53.5,0
9390,11,ad_post,fashion,metro,android,60.8,1,0,0,60.65,4,95,0,0,1,13.7,1
9391,1,ad_post,phones,metro,ios,4.9,3,1,1,115.69,4,94,0,0,0,25.1,0
9392,2,ad_post,fashion,urban,web,21.2,0,0,1,96.4,1,116,0,0,0,23.1,0
9393,9,ad_post,other,urban,android,9.7,1,0,1,208.08,4,92,0,0,0,25.5,0
9394,8,message_send,furniture,metro,android,15.2,3,0,0,372.27,5,279,0,0,0,28.3,0
9395,4,ad_post,other,metro,ios,115.6,6,0,0,83.63,5,163,0,0,0,18.2,0
9396,10,ad_post,other,metro,android,804.9,4,0,1,700.49,3,85,0,0,0,4.0,0
9397,3,ad_post,fashion,metro,android,40.2,5,0,0,,1,0,0,0,0,17.9,1
9398,11,message_send,other,urban,ios,49.5,3,0,1,167.56,6,117,0,0,0,3.8,0
9399,1,ad_post,other,metro,android,79.1,3,0,0,79.23,8,102,0,0,1,30.3,0
9400,8,ad_post,bikes,metro,android,357.3,6,1,0,142.85,2,145,0,0,0,17.9,0
9401,7,ad_post,electronics,metro,android,134.0,0,0,2,368.58,3,132,0,1,0,24.0,0
9402,1,ad_post,fashion,metro,android,18.1,1,0,1,279.94,2,81,0,0,0,4.5,0
9403,4,ad_post,other,urban,android,324.4,3,0,0,579.75,2,73,0,0,0,2.4,0
9404,14,ad_post,bikes,rural,android,24.7,5,0,1,211.7,4,41,0,0,0,13.5,0
9405,13,ad_post,furniture,rural,android,16.5,0,0,1,74.79,2,89,0,0,0,2.3,0
9406,6,ad_post,furniture,rural,android,241.8,1,0,0,117.76,1,128,0,0,0,31.4,0
9407,4,ad_post,fashion,metro,ios,253.0,4,0,0,191.32,6,196,0,0,0,24.1,0
9408,10,ad_post,furniture,urban,ios,176.0,3,1,1,40.21,0,126,0,0,0,41.7,0
9409,13,ad_post,bikes,metro,android,40.6,3,0,1,465.29,3,0,0,0,0,23.8,0
9410,6,ad_post,other,metro,ios,52.5,2,0,0,239.33,0,149,0,0,0,17.3,0
9411,11,ad_post,bikes,rural,ios,12.7,2,1,1,346.27,3,19,0,0,0,54.4,0
9412,4,ad_post,furniture,metro,ios,200.2,7,0,1,182.59,5,60,0,0,0,13.9,0
9413,1,message_send,electronics,,ios,53.8,3,1,0,59.39,0,290,0,0,1,2.7,1
9414,11,ad_post,other,metro,android,43.3,3,1,2,926.47,1,130,0,0,0,10.4,1
9415,4,ad_post,furniture,metro,ios,247.3,5,0,1,550.2,5,63,0,1,0,24.7,0
9416,11,message_send,electronics,rural,android,78.1,2,0,0,132.85,5,112,0,0,1,13.0,0
9417,12,ad_post,phones,rural,ios,15.5,2,0,0,43.3,4,132,0,0,0,27.9,0
9418,9,ad_post,furniture,metro,web,615.1,5,0,2,180.51,2,119,0,0,0,7.3,0
9419,5,ad_post,electronics,,android,127.0,3,0,2,,6,40,0,0,1,18.0,0
9420,8,ad_post,fashion,urban,android,6.6,3,0,2,66.8,2,61,0,0,0,23.2,0
9421,4,ad_post,bikes,,android,27.8,0,0,0,244.01,0,65,0,0,0,45.7,0
9422,1,message_send,bikes,urban,ios,37.6,2,0,0,206.19,1,206,0,0,0,19.4,0
9423,9,ad_post,electronics,rural,android,18.2,4,0,1,360.8,2,73,0,0,0,3.4,1
9424,4,message_send,fashion,urban,ios,24.1,2,0,0,54.22,2,249,1,0,0,10.2,1
9425,10,ad_post,phones,metro,android,48.2,2,1,0,665.94,6,120,0,0,0,3.2,0
9426,1,ad_post,furniture,urban,android,24.7,4,0,0,102.1,1,62,0,0,0,9.2,0
9427,6,ad_post,phones,metro,ios,297.0,1,0,0,77.23,3,60,0,0,0,13.6,0
9428,9,message_send,fashion,metro,android,121.4,3,0,0,387.69,2,158,0,0,0,13.9,0
9429,4,ad_post,electronics,urban,ios,37.9,3,0,0,25.71,0,131,0,0,0,42.8,0
9430,6,ad_post,bikes,metro,web,22.6,3,0,1,37.6,1,66,0,0,0,11.9,0
9431,12,message_send,phones,metro,android,761.0,7,0,1,205.01,3,249,0,0,0,14.1,0
9432,7,ad_post,phones,metro,android,53.0,3,0,0,58.77,5,48,0,0,0,7.3,0
9433,13,ad_post,fashion,rural,ios,95.1,5,0,0,316.13,4,19,0,0,0,13.2,0
9434,2,message_send,electronics,metro,web,29.0,5,0,1,143.42,4,116,0,0,0,18.3,0
9435,10,ad_post,phones,metro,android,15.7,2,0,0,51.04,2,97,0,1,0,50.7,1
9436,6,ad_post,electronics,urban,android,51.9,2,0,0,156.59,7,59,0,0,0,5.9,0
9437,6,message_send,electronics,urban,android,20.9,1,0,0,405.8,3,251,0,0,1,6.4,1
9438,2,ad_post,phones,metro,android,121.2,4,0,0,89.08,3,132,0,0,1,13.6,0
9439,7,ad_post,furniture,metro,ios,30.1,4,0,2,,3,33,0,0,0,15.1,0
9440,4,message_send,phones,,ios,17.3,2,0,1,30.46,0,228,0,0,1,12.7,0
9441,2,message_send,phones,metro,ios,16.1,1,0,1,114.85,0,102,1,1,0,4.0,1
9442,3,message_send,bikes,urban,ios,140.6,1,0,1,103.22,1,293,0,0,1,9.0,0
9443,3,ad_post,electronics,rural,android,40.0,3,1,1,182.51,7,58,0,0,0,10.3,0
9444,1,ad_post,furniture,urban,android,78.4,4,0,0,,3,140,0,0,0,10.1,0
9445,14,ad_post,bikes,rural,android,43.1,2,0,1,163.58,3,99,0,0,0,9.2,0
9446,10,ad_post,fashion,metro,ios,65.7,4,0,0,376.71,2,100,0,0,0,3.9,0
9447,2,ad_post,electronics,metro,ios,47.1,5,0,0,192.07,4,56,0,0,0,41.6,0
9448,13,ad_post,electronics,urban,ios,108.4,3,0,0,53.26,3,36,0,0,0,50.2,0
9449,9,message_send,electronics,metro,android,46.8,3,0,0,173.09,2,216,0,0,1,18.8,0
9450,1,message_send,electronics,urban,android,215.5,2,0,0,169.03,1,99,0,0,0,3.1,0
9451,6,ad_post,electronics,rural,android,120.6,4,0,1,379.32,6,85,0,0,0,11.3,0
9452,5,ad_post,furniture,metro,android,87.3,0,0,1,,4,180,1,0,0,3.2,0
9453,10,ad_post,other,rural,android,55.4,0,0,1,181.94,0,41,0,0,0,64.1,0
9454,9,ad_post,electronics,metro,ios,66.7,4,0,1,264.79,2,104,0,0,0,5.4,0
9455,13,ad_post,bikes,urban,android,303.4,1,0,0,160.45,4,132,0,0,0,10.8,0
9456,7,ad_post,furniture,metro,ios,22.3,6,0,0,265.77,1,143,0,0,0,103.5,0
9457,12,ad_post,furniture,rural,android,40.3,6,0,0,256.94,3,80,0,0,0,4.7,0
9458,7,ad_post,fashion,urban,android,35.6,2,0,0,64.49,7,78,0,0,0,75.6,0
9459,10,message_send,bikes,metro,android,102.7,4,0,1,213.32,1,180,0,0,0,7.2,0
9460,2,ad_post,fashion,rural,android,373.9,5,0,2,17.68,4,98,0,0,0,36.6,0
9461,13,ad_post,furniture,metro,android,84.9,0,0,0,37.62,2,86,0,0,0,3.2,0
9462,9,message_send,other,metro,android,66.8,1,0,0,132.01,0,179,1,0,0,139.3,0
9463,3,message_send,furniture,metro,ios,93.7,3,0,1,446.01,2,216,0,0,0,11.1,0
9464,3,ad_post,electronics,metro,android,39.7,5,0,1,159.69,1,189,0,0,0,,0
9465,12,message_send,phones,rural,ios,36.8,3,0,0,648.4,1,105,0,0,0,18.7,0
9466,4,ad_post,fashion,metro,android,98.2,0,0,1,136.84,1,147,0,0,0,14.3,0
9467,4,message_send,phones,metro,ios,24.9,5,0,0,363.52,2,148,0,0,0,5.5,0
9468,13,ad_post,other,urban,android,159.9,2,0,0,236.33,2,75,1,0,0,16.0,0
9469,4,message_send,furniture,metro,android,97.1,4,0,0,178.86,0,147,0,0,0,6.4,0
9470,14,ad_post,furniture,rural,ios,26.3,0,0,1,259.24,3,0,0,0,0,18.7,0
9471,3,message_send,other,metro,ios,213.2,1,0,2,147.52,4,110,0,0,1,9.0,0
9472,11,ad_post,other,metro,android,111.4,0,1,1,185.3,3,141,0,0,0,,0
9473,8,message_send,fashion,urban,ios,67.7,2,0,1,53.76,4,200,0,0,0,11.2,0
9474,5,message_send,fashion,metro,android,21.3,4,0,1,183.85,3,113,0,0,0,8.6,0
9475,14,message_send,phones,,web,63.2,2,0,1,255.04,5,50,0,0,0,5.4,0
9476,13,message_send,fashion,metro,android,61.6,7,0,0,125.74,0,134,0,0,1,15.8,0
9477,13,ad_post,phones,urban,ios,28.5,3,1,1,21.92,3,0,0,0,0,4.2,0
9478,12,message_send,fashion,urban,ios,117.1,3,0,0,116.54,0,178,0,0,0,68.8,0
9479,3,ad_post,other,metro,android,16.3,3,0,1,54.29,1,20,0,0,0,10.1,0
9480,14,ad_post,other,rural,web,35.1,1,0,0,100.43,3,89,0,1,0,27.4,0
9481,14,ad_post,electronics,metro,ios,76.4,2,0,0,120.17,4,6,0,0,1,28.0,0
9482,14,ad_post,fashion,metro,ios,106.6,3,0,0,153.39,4,110,0,0,0,6.5,0
9483,3,ad_post,electronics,rural,ios,350.3,5,2,0,187.86,2,16,0,1,0,2.8,1
9484,6,message_send,furniture,urban,android,155.6,2,0,1,56.73,4,80,0,0,0,5.5,0
9485,3,ad_post,electronics,urban,android,31.4,0,1,0,224.26,3,0,0,0,0,4.7,0
9486,7,ad_post,phones,rural,android,30.1,6,1,1,163.14,4,116,0,0,1,23.1,0
9487,8,ad_post,fashion,urban,ios,55.8,2,0,0,79.47,7,83,0,1,0,32.3,0
9488,3,ad_post,fashion,,ios,106.5,5,0,1,26.35,0,47,0,0,0,10.1,0
9489,6,ad_post,furniture,metro,android,125.1,3,0,1,,1,25,0,1,0,12.4,0
9490,8,ad_post,phones,metro,android,64.3,3,0,1,196.49,2,167,0,0,1,,0
9491,11,ad_post,electronics,urban,ios,15.8,2,0,1,,3,80,0,0,0,4.6,0
9492,1,message_send,furniture,metro,android,86.2,2,1,1,315.55,7,102,0,0,1,5.3,0
9493,10,ad_post,phones,metro,android,31.8,2,0,1,236.25,4,85,0,1,0,13.5,0
9494,12,ad_post,bikes,metro,web,27.0,5,0,2,195.16,2,62,1,0,1,21.9,0
9495,6,ad_post,bikes,metro,ios,138.1,4,0,0,169.18,5,57,0,0,0,3.3,0
9496,1,ad_post,bikes,metro,ios,165.9,0,1,0,102.33,4,107,0,0,0,79.5,0
9497,12,ad_post,electronics,metro,ios,28.4,2,0,2,118.12,1,98,0,0,0,2.9,0
9498,11,ad_post,bikes,,android,167.0,2,0,2,88.81,1,135,0,0,0,8.5,0
9499,7,ad_post,other,rural,android,84.9,1,0,0,178.67,4,53,0,0,0,8.7,0
9500,14,ad_post,electronics,rural,android,67.7,5,1,0,314.53,4,3,0,0,0,1.8,0
9501,1,ad_post,electronics,urban,ios,126.4,4,0,2,184.27,1,47,0,0,1,9.9,0
9502,10,ad_post,bikes,metro,web,165.5,5,0,1,194.98,1,36,0,0,0,7.4,0
9503,5,message_send,electronics,rural,android,32.7,2,0,2,45.95,5,215,0,0,0,,1
9504,8,message_send,other,urban,ios,91.3,3,0,0,200.94,0,146,0,1,0,3.1,1
9505,10,message_send,fashion,metro,android,27.2,4,0,1,76.67,1,218,0,0,0,38.3,0
9506,7,ad_post,electronics,rural,ios,90.3,1,0,0,219.76,2,60,0,0,0,,0
9507,10,ad_post,phones,urban,ios,77.3,2,0,2,85.71,4,131,1,0,1,27.4,0
9508,2,message_send,electronics,metro,ios,20.2,5,1,0,334.71,2,93,0,0,1,68.2,1
9509,11,ad_post,fashion,rural,android,206.3,2,1,1,66.33,4,69,0,0,0,5.2,0
9510,3,ad_post,other,urban,ios,25.7,4,0,2,178.73,2,148,0,0,0,12.0,0
9511,6,message_send,electronics,metro,android,190.9,9,0,0,74.38,4,101,0,0,0,,0
9512,12,ad_post,phones,urban,ios,251.4,1,0,1,,4,6,0,0,0,51.1,0
9513,1,ad_post,other,metro,ios,117.3,4,0,2,99.68,3,6,0,0,0,24.0,0
9514,12,ad_post,other,urban,web,112.8,3,0,0,45.43,5,107,0,0,0,45.5,0
9515,12,ad_post,bikes,urban,ios,135.0,3,1,1,64.36,5,36,0,0,1,47.6,0
9516,3,ad_post,electronics,metro,web,63.9,1,0,0,656.08,4,76,0,0,0,39.9,0
9517,11,ad_post,phones,metro,ios,111.2,5,0,2,46.05,5,68,0,0,1,5.0,0
9518,1,ad_post,fashion,rural,android,523.9,5,1,0,96.13,2,128,0,0,1,6.7,1
9519,2,ad_post,other,urban,ios,230.1,5,0,0,220.55,2,29,0,0,1,30.7,0
9520,10,message_send,phones,urban,android,20.9,0,0,2,373.1,1,110,0,0,0,51.2,0
9521,6,ad_post,other,rural,ios,2008.7,6,0,2,309.38,2,48,1,0,0,11.2,0
9522,1,message_send,phones,metro,android,91.4,3,0,0,,4,129,0,0,0,25.9,0
9523,9,message_send,electronics,urban,android,255.4,2,0,0,384.88,2,147,0,0,0,7.2,0
9524,12,message_send,fashion,urban,android,27.4,2,0,1,76.65,0,202,0,0,1,14.0,0
9525,6,ad_post,other,metro,android,45.7,3,0,1,190.79,2,114,1,0,0,3.8,0
9526,11,message_send,electronics,metro,android,41.5,2,0,1,193.73,2,157,0,0,0,8.9,0
9527,9,ad_post,furniture,metro,android,33.5,2,0,1,82.75,3,116,0,0,0,7.7,1
9528,11,ad_post,bikes,metro,android,85.9,4,0,1,166.77,0,108,0,0,0,,0
9529,1,ad_post,bikes,urban,ios,68.7,2,0,2,103.42,3,75,0,0,0,7.7,0
9530,2,ad_post,furniture,urban,android,19.2,2,0,0,204.94,4,124,0,0,0,,0
9531,14,ad_post,electronics,rural,android,290.8,2,0,1,318.42,2,84,0,0,0,48.7,0
9532,4,ad_post,furniture,urban,ios,142.8,1,1,1,464.24,6,90,0,0,0,13.9,0
9533,1,ad_post,furniture,rural,android,46.1,2,0,1,299.66,2,116,1,0,0,29.5,0
9534,2,ad_post,other,rural,ios,42.6,1,0,0,338.65,0,120,0,0,0,43.8,0
9535,8,ad_post,fashion,metro,web,10.9,3,0,0,129.99,1,116,0,0,0,7.3,0
9536,6,ad_post,fashion,metro,android,86.4,5,0,1,,4,37,0,0,1,21.5,0
9537,1,ad_post,electronics,urban,ios,73.3,6,0,0,,2,39,0,0,1,47.1,0
9538,2,message_send,electronics,rural,android,16.0,3,0,1,169.56,2,156,0,1,0,7.4,0
9539,4,ad_post,other,metro,android,131.0,3,0,0,400.51,1,56,0,0,0,36.4,0
9540,7,message_send,phones,urban,android,62.7,1,0,0,69.26,1,150,0,0,1,9.9,1
9541,11,ad_post,phones,urban,web,22.5,3,1,0,853.24,3,168,0,0,0,10.9,1
9542,4,ad_post,furniture,urban,ios,90.4,5,0,1,331.15,1,130,0,0,0,9.9,0
9543,8,ad_post,bikes,urban,android,107.4,4,1,1,286.69,3,88,0,0,1,5.7,0
9544,1,message_send,other,rural,android,32.4,3,0,2,229.27,1,119,0,0,0,35.4,0
9545,8,ad_post,electronics,rural,android,10.0,3,0,0,83.62,2,97,0,0,0,46.8,0
9546,9,message_send,other,urban,android,125.7,2,0,2,208.01,6,114,0,0,0,4.7,0
9547,10,ad_post,phones,rural,web,57.9,2,0,0,158.56,2,28,0,0,1,5.0,0
9548,9,ad_post,electronics,metro,android,29.3,3,0,0,153.19,0,119,0,0,0,4.8,0
9549,2,ad_post,furniture,rural,ios,125.2,3,0,1,140.12,6,104,0,1,1,30.2,0
9550,3,message_send,bikes,metro,ios,58.0,3,0,1,178.34,2,114,0,0,0,10.6,0
9551,2,message_send,phones,metro,android,78.4,2,0,0,187.58,2,66,0,0,0,11.4,0
9552,1,message_send,fashion,metro,android,120.1,5,0,0,510.75,2,199,0,0,0,11.0,0
9553,4,ad_post,phones,rural,ios,94.3,2,0,0,37.9,6,116,0,0,1,7.0,0
9554,13,message_send,electronics,metro,android,29.0,1,0,1,281.05,0,224,0,0,0,25.5,0
9555,3,message_send,electronics,urban,ios,249.8,2,0,1,280.11,5,205,0,0,0,13.9,0
9556,2,ad_post,phones,metro,android,117.5,1,0,0,104.31,6,114,0,1,0,6.4,0
9557,6,ad_post,electronics,urban,android,12.5,1,1,1,101.82,4,14,0,0,0,95.5,0
9558,8,message_send,furniture,urban,ios,52.8,4,0,0,,3,252,0,0,0,1.6,0
9559,10,message_send,furniture,,ios,91.8,0,0,2,200.36,2,148,0,1,0,22.6,0
9560,8,ad_post,other,rural,android,84.6,4,1,0,,3,223,0,0,0,10.6,1
9561,5,message_send,furniture,rural,android,52.9,2,0,1,213.67,1,225,0,0,0,19.5,0
9562,12,ad_post,fashion,metro,web,68.9,3,0,1,110.55,3,81,0,0,0,67.3,0
9563,4,message_send,furniture,metro,android,192.8,4,0,0,240.15,8,52,1,0,0,128.3,0
9564,1,ad_post,bikes,metro,web,126.3,5,0,2,92.29,3,65,0,0,0,77.2,0
9565,14,ad_post,furniture,rural,android,62.8,1,0,0,404.75,4,88,0,0,0,,0
9566,1,ad_post,other,metro,android,73.9,4,0,1,139.51,2,85,0,0,0,4.6,0
9567,8,ad_post,bikes,urban,android,131.0,3,0,1,217.78,2,152,0,0,0,19.8,0
9568,10,ad_post,bikes,rural,android,61.8,5,0,0,146.61,3,27,0,1,0,4.8,0
9569,9,ad_post,furniture,metro,ios,229.3,6,0,0,93.91,4,51,0,0,0,41.4,0
9570,14,ad_post,other,metro,ios,12.7,1,0,0,117.25,2,71,0,1,1,28.6,1
9571,9,ad_post,furniture,rural,android,51.8,4,0,0,181.49,1,118,0,1,0,26.8,0
9572,10,ad_post,fashion,urban,android,105.0,4,0,0,54.02,4,262,0,0,0,2.2,1
9573,3,ad_post,other,,android,372.6,2,0,0,99.88,2,124,0,0,0,9.7,0
9574,6,ad_post,other,urban,web,76.4,4,0,0,52.14,4,72,0,0,0,17.3,0
9575,2,ad_post,bikes,urban,android,125.1,4,0,1,72.22,3,82,0,0,0,37.3,0
9576,7,message_send,phones,rural,android,242.8,6,0,0,93.26,6,95,0,0,0,32.2,0
9577,13,ad_post,electronics,metro,android,16.2,1,0,1,206.58,4,27,0,0,0,28.6,0
9578,10,ad_post,other,urban,ios,99.1,0,0,0,122.63,4,0,0,0,1,14.0,0
9579,14,message_send,other,urban,ios,41.7,3,0,0,137.61,1,80,0,0,1,23.6,0
9580,12,ad_post,other,metro,web,62.1,4,0,1,63.58,1,109,0,0,0,25.0,0
9581,6,message_send,other,metro,android,410.6,4,0,2,,1,217,0,0,0,55.9,0
9582,14,ad_post,furniture,metro,android,168.0,2,0,1,78.84,6,109,0,0,0,16.9,0
9583,7,ad_post,furniture,metro,ios,114.2,5,0,1,157.82,2,76,0,0,0,6.4,0
9584,8,ad_post,fashion,metro,android,86.1,6,0,0,81.62,0,109,0,0,0,,0
9585,4,message_send,other,metro,ios,115.8,2,0,0,356.63,2,135,0,0,1,11.0,0
9586,11,ad_post,fashion,urban,android,400.3,2,0,1,180.53,3,22,0,0,1,17.1,0
9587,11,ad_post,bikes,urban,ios,42.3,3,0,2,339.3,5,114,0,0,1,8.9,0
9588,2,message_send,other,urban,android,483.8,9,1,0,154.46,2,212,0,0,1,5.2,1
9589,3,ad_post,bikes,metro,ios,152.2,4,0,1,204.25,7,21,0,0,0,4.1,0
9590,11,ad_post,electronics,metro,android,45.3,2,0,2,220.11,3,23,0,0,1,42.0,0
9591,11,ad_post,other,urban,android,136.9,5,0,0,44.81,0,68,0,0,0,21.9,0
9592,9,ad_post,electronics,urban,android,10.3,2,0,0,122.39,0,136,0,0,1,2.7,1
9593,4,message_send,furniture,urban,android,59.5,5,0,1,,1,141,1,0,0,41.2,0
9594,13,message_send,phones,rural,ios,243.3,4,0,2,88.47,3,108,0,0,0,27.0,0
9595,4,message_send,phones,metro,ios,48.7,4,0,0,476.62,1,222,0,0,0,16.5,0
9596,12,ad_post,furniture,metro,android,183.3,3,0,2,228.52,3,158,0,0,0,21.8,0
9597,11,ad_post,electronics,urban,web,74.5,3,0,1,158.42,3,90,0,0,0,4.3,0
9598,1,ad_post,other,urban,android,64.9,3,0,0,101.05,1,94,0,0,0,11.4,0
9599,13,message_send,phones,rural,android,199.2,4,0,2,139.16,2,231,1,0,0,9.1,0
9600,10,ad_post,other,metro,android,225.0,1,0,0,154.75,2,118,1,0,0,6.0,0
9601,4,message_send,electronics,metro,android,49.1,1,0,1,107.84,2,194,0,0,0,31.0,1
9602,7,ad_post,phones,urban,android,66.1,2,0,1,132.42,2,114,0,0,0,13.3,0
9603,10,ad_post,other,rural,ios,254.0,5,0,2,356.37,1,39,0,0,0,5.2,0
9604,7,ad_post,electronics,urban,ios,28.9,4,0,0,444.62,3,30,1,0,0,10.3,1
9605,7,ad_post,phones,urban,web,67.3,3,0,2,116.36,3,27,0,0,0,8.3,0
9606,10,ad_post,other,rural,android,105.3,2,1,1,167.43,5,92,0,0,0,14.5,0
9607,7,ad_post,bikes,,ios,73.9,1,0,1,103.24,1,163,0,0,0,43.3,0
9608,5,message_send,phones,rural,web,33.3,6,0,0,,0,142,0,0,0,7.8,0
9609,1,ad_post,electronics,urban,ios,44.2,2,0,0,,0,111,0,0,1,8.3,0
9610,10,message_send,bikes,urban,web,113.7,4,0,0,,0,145,0,0,0,1.0,0
9611,3,message_send,fashion,metro,web,12.1,2,0,0,306.06,2,100,0,0,0,44.2,0
9612,14,message_send,furniture,metro,ios,14.9,4,0,0,,4,143,0,0,1,21.7,0
9613,13,ad_post,phones,rural,android,18.1,1,0,0,78.92,1,157,0,0,1,7.2,0
9614,8,ad_post,bikes,,web,72.0,7,0,1,194.2,3,0,0,0,0,6.1,0
9615,4,ad_post,fashion,urban,web,96.1,4,0,2,,1,140,0,1,0,8.5,0
9616,7,ad_post,phones,rural,android,53.5,1,0,0,350.82,4,83,0,0,0,26.5,0
9617,3,ad_post,fashion,rural,web,176.9,1,0,1,275.63,4,101,0,0,1,20.3,0
9618,9,ad_post,electronics,urban,android,42.2,3,0,0,,2,88,0,0,0,32.7,0
9619,6,ad_post,electronics,urban,android,111.7,4,1,0,188.8,4,179,1,0,0,37.5,0
9620,7,ad_post,furniture,urban,web,79.3,3,1,0,,4,110,0,1,1,3.0,1
9621,13,ad_post,furniture,urban,android,82.8,6,2,1,497.43,1,52,0,0,1,2.3,0
9622,10,ad_post,other,metro,ios,68.6,0,0,2,80.26,2,29,0,0,0,54.1,0
9623,5,ad_post,other,urban,android,293.4,1,0,2,142.01,3,33,0,0,0,99.4,0
9624,1,message_send,phones,metro,android,59.9,4,1,2,272.83,8,205,0,0,1,9.8,0
9625,12,ad_post,other,metro,ios,85.1,4,0,1,292.9,6,47,0,0,0,88.8,0
9626,7,message_send,electronics,metro,android,15.9,0,0,1,60.37,3,198,0,1,0,33.7,1
9627,14,message_send,other,metro,ios,89.8,3,0,1,33.72,0,50,0,0,0,36.8,0
9628,6,message_send,fashion,metro,android,120.1,2,0,0,139.59,1,137,0,0,0,1.8,0
9629,6,ad_post,electronics,metro,android,63.9,4,0,2,,4,186,0,1,0,30.6,0
9630,13,ad_post,other,rural,android,65.8,2,0,0,117.69,1,40,0,1,0,24.1,0
9631,1,ad_post,phones,metro,ios,47.6,8,0,1,123.26,4,93,0,0,0,21.7,0
9632,9,message_send,other,urban,web,53.0,3,0,0,877.31,3,237,0,0,0,15.7,0
9633,8,ad_post,bikes,metro,android,60.1,3,0,1,417.22,4,164,0,0,0,77.4,0
9634,10,ad_post,electronics,metro,android,111.5,0,0,0,38.71,6,0,0,0,0,39.5,0
9635,1,ad_post,other,metro,web,96.9,3,0,0,145.33,3,177,0,0,0,4.7,0
9636,7,message_send,bikes,urban,android,17.9,6,0,1,332.4,4,181,0,0,0,4.7,0
9637,10,ad_post,furniture,urban,android,64.0,5,0,0,148.35,6,73,0,0,0,3.7,0
9638,3,message_send,other,metro,android,195.2,1,0,0,281.17,2,109,1,0,0,10.9,0
9639,10,ad_post,electronics,metro,android,37.0,2,0,1,100.63,0,81,0,0,0,9.4,0
9640,11,ad_post,other,metro,ios,20.0,1,1,1,235.39,1,85,0,0,0,6.6,0
9641,12,message_send,electronics,urban,android,98.1,2,0,1,144.16,2,82,0,0,0,8.4,0
9642,3,ad_post,electronics,metro,android,90.4,2,0,2,65.78,0,150,0,0,1,100.2,0
9643,2,message_send,electronics,metro,android,99.3,0,1,0,231.55,1,120,0,0,0,10.5,0
9644,4,message_send,electronics,metro,ios,31.5,2,0,2,229.6,5,143,1,0,0,18.3,0
9645,10,ad_post,electronics,metro,android,273.4,2,0,2,24.6,8,115,0,0,0,5.9,0
9646,6,message_send,phones,urban,ios,29.5,1,0,0,296.66,1,109,0,0,0,9.0,0
9647,1,ad_post,bikes,metro,web,52.5,3,1,0,183.98,4,128,0,0,0,8.8,0
9648,5,ad_post,other,metro,web,108.3,3,0,0,211.07,0,102,0,0,0,30.1,0
9649,3,ad_post,furniture,metro,ios,66.1,1,0,1,286.61,2,80,0,1,0,24.0,0
9650,10,ad_post,furniture,metro,ios,194.4,5,0,0,150.0,2,116,0,0,0,12.1,0
9651,11,ad_post,bikes,urban,android,98.7,2,1,1,109.88,3,148,0,0,0,6.2,0
9652,13,message_send,electronics,urban,android,16.2,1,0,1,164.05,4,277,0,0,0,17.5,0
9653,7,ad_post,bikes,metro,ios,331.3,3,0,0,79.74,5,0,0,0,0,16.8,0
9654,5,ad_post,other,metro,android,66.9,1,0,1,346.88,3,51,0,0,0,5.9,0
9655,9,ad_post,electronics,urban,ios,262.2,2,0,1,107.15,2,175,0,0,0,4.6,0
9656,8,message_send,other,rural,ios,18.1,1,0,0,155.81,0,70,0,0,0,13.5,0
9657,13,ad_post,furniture,rural,android,112.9,4,0,1,106.87,2,45,0,1,0,2.6,0
9658,10,ad_post,other,rural,android,17.3,6,0,0,175.06,3,0,0,0,0,8.3,0
9659,1,message_send,electronics,urban,android,26.9,4,1,1,89.11,5,76,0,0,0,5.0,0
9660,1,ad_post,other,metro,ios,16.1,5,0,1,170.43,2,140,0,0,0,6.8,1
9661,4,message_send,bikes,metro,web,78.1,2,0,1,,4,105,0,0,0,18.2,0
9662,13,message_send,phones,,android,52.9,2,0,2,121.01,2,191,0,0,0,4.0,0
9663,10,message_send,furniture,,web,16.1,4,0,2,267.01,2,79,0,0,0,3.9,0
9664,1,ad_post,other,rural,android,63.0,2,0,0,,7,103,0,1,0,22.0,1
9665,12,ad_post,electronics,rural,android,90.6,2,0,0,244.85,1,97,0,0,0,14.6,0
